gene_symbol,chromosome,start,end,BXD1,BXD2,BXD6,BXD8,BXD9,BXD11,BXD12,BXD13,BXD14,BXD15,BXD16,BXD18,BXD19,BXD21,BXD23,BXD27,BXD28,BXD29,BXD31,BXD32,BXD33,BXD34,BXD40
1110038B12Rik,17,35087183.0,35089417.0,10.88038455,10.03018804,9.988935193,11.39188941,9.145732462,9.488566813,10.33448922,9.982816833,10.99778821,8.725143828,8.170069495,10.98507082,10.46254819,11.27464804,9.376332038,10.51242529,9.946915506,11.61128832,11.15967425,11.26583258,10.8323397,11.08427404,11.41079807
1110038F14Rik,15,76778974.0,76781162.0,8.180725635,8.34070599,7.944244414,8.245867277,7.601533636,7.590021696,7.959513435,8.035541314,8.665531228,7.790359657,6.875968509,8.422304867,7.847343893,8.647277817,7.444515966,7.744533484,8.209299785999999,8.38806458,8.427183505,8.218993124,8.286353249666666,8.053756416,8.733630547
1110054O05Rik,4,59782509.0,59814461.0,7.7465272965,7.19300076,6.982706537,6.8872491915000005,7.057091333,8.292851622,6.937734751500001,7.21959663,6.743386430999999,6.992680804,6.7046833370000005,7.0978256595,7.0561675955,6.5563145215,7.9724979055,7.3410797285000005,7.23497820125,7.033194555,7.2688732665,7.5658239515000005,7.259745791166667,7.627437876,6.958261524
1190002F15Rik,6,134879110.0,134901594.0,9.396440635,9.352369191,9.435058625,10.54708096,8.517302797,8.825862499,9.257285799,9.489523769,10.07790279,8.267800408,8.136181461,9.788781327,9.128693387,10.03684729,9.339914425,10.10676585,9.685302889999999,10.4723215,9.519684565,9.446059251,9.799141753333332,9.853580336,9.291845832
1190002H23Rik,14,79688558.0,79701442.0,9.837555179,8.745692259,7.823502081,7.955877904,8.40134675,7.554284187,12.39715164,10.88457761,7.874179772,7.908650012,9.878371865,9.069768221,8.358960553,7.862828171,7.642825574,9.284045622,9.816797492500001,7.742233336,9.570345833,7.627643542,7.592956590666667,8.262754757,8.337448268
1190007F08Rik,4,153394697.0,153400261.0,7.882245725,7.808704662,8.838714558,8.672379655,8.40571332,8.5476663,7.888409217,7.362646358,7.692375511,7.797642004,7.988595093,7.784802576,9.085947616,8.654241885,8.038417605,7.980054655,7.8516421654999995,7.962162223,8.032714544,7.727894907,7.740066649333333,9.842904741,9.19869489
1190007I07Rik,10,82082603.0,82085856.0,10.10676585,6.943244856,6.890540972,6.772547417,9.52904081,10.80163913,9.102399158,9.548846471,6.555107822,9.169754281,7.431659669,9.016852068,9.183898652,6.653755137,7.767921932,6.908003328,7.020271946,9.35996544,9.609895077,7.52739856,9.732107422666667,7.897115052,9.023107151
1200016E24Rik,2,22868336.0,22870196.0,9.607029613,8.988925743,9.157029226,9.222059699,11.26285257,10.57028076,10.07735187,10.40122208,8.371437101,10.37391335,9.763354685,9.062199724,9.835971722,8.31749895,10.26783593,9.248088726,9.899793853999999,9.023107151,9.233672504,9.496478049,9.593753668333333,9.805312121,8.360445305
1500011K16Rik,2,127617124.0,127618224.0,8.727113669,8.583269641,8.961319187,9.314411928,8.109499511,8.000497745,8.491112049,8.269317603,8.775942923,8.511437548,7.865264068,8.998143398,8.448979054,9.346505987,8.21685729,8.747498401,8.577639002000002,9.062640376,8.740487833,8.704912873,8.776309568666667,9.242088224,9.223922627
1500012K07Rik,7,82453582.0,82476305.0,6.849136197,6.873876202,6.986778649,7.395542956,6.953984584,6.960003223,6.964461231,6.88694042,7.1703009,7.068080503,8.808818583,6.924456005,7.037400424,7.11931478,6.923296738,6.940672476,6.919592587,7.193824677,6.861935491,6.915013062,6.981401071333333,7.087206542,6.972224328
1500031L02Rik,16,32099886.0,32108155.0,8.783509397,9.29905237,9.183898652,8.366365603,8.662038136,8.095721792,8.964885363,9.293138346,9.492745867,9.105263882,7.823964472,9.240768929,8.372961281,9.115942802,8.335902141,8.557760344,9.060207957,8.582954817,8.750894533,8.827083972,8.999907149333334,8.809712471,8.629820697
1500032L24Rik,15,82169389.0,82179521.0,11.23805638,10.85771831,10.71371489,11.98553818,10.38057746,10.23045239,10.88852815,10.76133985,11.68585495,10.26342712,10.42033814,11.17620937,11.12485643,11.80630271,10.33514741,11.00482287,11.096088485,11.78159315,11.3547047,11.04376361,11.218276936666669,11.30454821,11.7227361
1700008B15Rik,4,42747487.0,42749059.0,8.060217075,9.453344142,9.775065614,9.472279997,9.004015925,8.969361434,9.638615513,8.445547922,9.173885989,9.543109364,9.699711094,9.44006516,9.541651478,9.906148116,8.981961205,9.250183045,8.893896100500001,9.159835381,9.146929471,9.350438845,9.497053042,9.891679603,9.073524326
1700020L24Rik,11,83251188.0,83254734.0,9.125319547,8.428537281,8.629483547,9.541221943,9.304431956,7.90438067,8.614866759,8.085372634,8.91879101,8.221463597,7.89314089,8.23529353,8.927691428,9.197447721,7.78504656,8.625706385,8.5642462215,9.336406999,8.35182068,8.350924993,8.5278031,8.830513834,8.470029097
1700048O20Rik,9,121847253.0,121856132.0,7.698435152,7.558235458,8.010218386,8.027097521,7.404541429,7.122902415,7.855241346,7.342441486,8.075618739,7.656221545,6.918537604,8.180995327,7.571388874,8.038148351,6.976751172,7.646157572,7.399123615000001,8.053519724,8.11353341,8.090220664,7.420247981,8.328400615,7.898900544
1700081L11Rik,11,104194815.0,104330175.0,8.18007273,7.367965816,7.353971733,7.197311005,7.917871271,9.334563633,7.420347093,7.802352742,7.140594825,7.626497323,6.732446587,7.437656068,7.260190494,7.144111529,8.926114573,7.601918442,7.433293941500001,7.214533139,8.134728128,8.669802952,8.229523649666667,8.490764292,7.522846653
1700097N02Rik,17,30759394.0,30762030.0,9.468028537,9.354969335,10.70275423,10.62409099,9.891164131,10.51782412,9.635665833,9.890057782,9.798477152,9.295405818,8.872591318,9.775542878,9.573268419,9.568959633,9.088963802,10.03018804,9.716590906499999,10.59469785,10.76383106,10.72265582,10.444977116666665,10.47555933,9.028782037
1700109H08Rik,5,3571566.0,3584356.0,9.728753213,9.459736982,9.485243854,9.810588154,10.36394855,9.36340553,9.943253444,9.417009486,9.909794311,9.762207126,10.32553792,9.714596745,10.02337145,10.31281317,9.474063466,9.702808845,9.865416306,9.983942105,8.876855421,8.571755798,9.755457677,9.671956345,9.144264663
1700112E06Rik,14,22838934.0,23875307.0,7.491587192,7.055108074,7.050093972,6.721556139,7.434902769,8.346318476,6.755791174,6.71313424,6.670730995,7.496278171,7.0041403,6.957262729,7.247042551,6.735171327,6.795876183,6.782828165,6.714958909,6.875446217,7.26614321,7.749666042,7.363687158,7.802815848,7.147810262
1700123O20Rik,14,55305879.0,55309569.0,8.891372854,6.636088151,6.57552767,6.577037588,6.788527553,7.269236516,6.62257681,8.75054301,6.324942376,6.745836967,6.627610418,6.675273979,6.645572918,6.40080787,8.62775593,9.092429195,9.096376228,6.483112107,6.913286936,7.131677519,8.812690228666666,6.764445459,6.789691359
1810006K21Rik,19,10278504.0,10282314.0,12.381126,11.90404076,11.83643538,13.13816493,11.40056874,11.55546438,11.93846048,11.77333013,12.80966466,10.93190372,11.17426285,12.33161545,12.33590712,13.05093529,11.21692211,12.26952832,11.952818695,13.04457809,12.38537342,12.39493872,12.316086806666666,12.46992514,12.71887474
1810009A15Rik,19,8963410.0,8965230.0,10.13810692,9.702300827,9.820805406,10.74381658,9.123133029,8.996206082,9.584432756,9.431259658,10.25313466,8.789963191,8.548007492,9.938606808,9.547542794,10.59844161,9.123643784,9.972951483,9.9200803435,10.74140205,9.971792686,9.612332781,9.736486932666667,10.17367152,10.48901491
1810022K09Rik,3,14606293.0,14611139.0,12.49596726,11.99376481,12.36841976,12.63051615,12.66960712,13.08315724,11.88439214,12.80356016,11.04851619,12.59949685,13.26991548,11.69403986,11.99187523,10.74783919,13.06235185,12.25210003,12.347805515000001,12.1814854,12.33390035,13.06623317,12.377856656666667,13.11317192,11.90092857
1810026B05Rik,7,80700038.0,80703279.0,8.9026598625,8.801783477,8.7161641115,8.503008468,8.8241666805,10.060275104999999,9.168481415,9.281745179000001,8.4270329575,8.497799583,8.8218310195,8.563323279,8.5495145485,8.1986578465,9.676878371,8.983441152,8.808981295999999,8.463004377499999,9.1178381055,9.380713538,9.023070966166667,9.2775160725,8.652677491
1810027O10Rik,11,69652016.0,69653120.0,12.15047168,11.62007045,11.90998634,12.17808228,11.87724391,12.55844918,11.68585495,11.82921072,10.87859794,11.96107018,12.22625585,11.44387111,12.0030391,11.18138636,12.57981753,11.61869964,11.78019909,11.62361135,12.07118707,12.17440401,11.91440394,12.6993916,11.69526547
1810033B17Rik,8,3665762.0,3668905.0,7.453025069,7.598982713,7.528871809,9.230938261,7.812532088,7.372257883,7.368725007,7.273925765,7.630376527,7.255022844,7.077180639,7.347906248,8.124449154,8.063171649,7.421974695,8.0599064,7.5031696409999995,7.648007494,7.66031907,7.847847799,7.361398047000001,7.207187648,7.781703339
1810035L17Rik,12,88784846.0,88793156.0,10.65189676,9.631312271999999,10.122845053999999,10.65284063,9.9132433405,10.6385402895,9.960766125500001,10.191934119999999,9.5932039645,9.967455951,9.591287275500001,9.848171053000002,10.366131205,9.486508819,10.087905711,10.1662165595,9.956022496,10.517033656,10.544348594999999,11.212257059999999,10.228587774833333,11.04465688,10.3646911495
1810037I17Rik,3,122627280.0,122629111.0,12.0778694,11.68713411,12.34475001,12.21625464,11.73773684,11.06975139,11.68181123,11.73080652,12.66402787,11.13547968,11.74839391,12.45225405,12.31036037,12.37885725,11.5453503,12.62365314,11.751908145000002,12.7532961,12.500852,11.84753907,11.94487849,11.77197292,12.65928766
1810043H04Rik,11,119960242.0,119962018.0,8.897373054,8.507043047,8.335902141,9.781214763,7.978730074,8.173324661,8.286711824,8.400624296,9.295844459,7.638849291,7.064816816,8.851125827,8.35182068,9.612332781,8.06859667,8.509809819,8.493726008,9.792350796,8.736868413,8.795449571,8.77904379,8.992491789,8.93655795
2010001M09Rik,18,35806926.0,35809021.0,7.157273707,7.90997723,8.943500771,9.693660236,8.805182776,8.689174013,8.38872516,9.061369364,9.899348737,8.120771073,10.28223497,7.870636271,8.098294112,8.319999862,8.35834216,8.716224234,8.029842367,8.821640823,8.200985548,8.372961281,8.128247445666668,7.901737738,7.807584329
2010003O02Rik,4,40216602.0,40217973.0,9.460629899,8.278967402,8.19189797,8.696960035,9.241189644,10.84627849,8.231747032,9.36340553,7.538366579,8.871067893,9.350438845,8.326803395,8.502468287,7.165913127,10.5089759,8.505199788,8.63679144,8.299382114,9.495081153,10.4216243,9.244709749,10.56748526,8.338784102
2010007H12Rik,5,138220077.0,138221338.0,9.5859901805,9.622929754,9.756686552,10.042827501000001,8.8997118385,8.810952712999999,9.583670077,9.368452176,10.281957994999999,8.982789014000002,8.9046629835,9.7230749555,9.5802713455,10.282053721499999,8.8468171525,9.689528966000001,9.471215709500001,10.1330038115,9.7779643795,10.107146450999998,9.719503630333334,9.482375906,9.9640918595
2010012P19Rik,11,69495640.0,69504643.0,7.893656642,7.183758326,7.070436889,9.500798883,7.29859902,7.808479019,7.860938741,6.998022635,9.177059184,6.708475941,6.874629264,8.551794416,6.866176463,8.019331145,7.44315667,7.572799775,6.92727676,7.54756261,8.083097641,7.12390226,8.508420917666667,7.387476445,8.261841239
2010107H07Rik,14,31902055.0,31942116.0,11.74839391,11.45210762,11.56526421,12.26176601,11.1606044,11.25841661,11.49387038,11.31719825,11.66977221,11.24800566,11.4038266,11.88738146,11.81621015,12.13432169,10.93659806,11.73478816,11.221782815000001,12.26176601,11.97476005,12.32146733,11.913193583333333,12.31732206,12.03444899
2010317E24Rik,2,25227850.0,25232323.0,8.81162831,9.218908546,9.998323122,8.908779321,8.51115699,9.314411928,8.836914468,8.500094672,8.878190773,9.550231408,10.14499206,9.231787109,10.08251875,9.998939095,9.108305928,9.587651676,9.758549781,9.163586102,8.712506394,8.709565574,8.580580307333333,9.784739055,8.919230583
2010321M09Rik,9,64808744.0,64834781.0,10.34877235,9.381448607,9.137232861,9.16228428,9.928391121,10.19217389,9.534402899,10.05319804,8.623868072,9.835409297,9.586248116,9.498841799,9.606087246,8.204565272,10.34514685,9.383289253,9.502957848000001,9.130042409,9.981116358,10.39397562,9.616841364666668,10.21569497,9.641488875
2210008N01Rik,2,56959241.0,56976552.0,7.86653867,7.787186301,7.906900121,8.260600734,8.522475097,8.006414963,8.332834901,8.628119209,8.46270137,8.279603169,7.120646428,8.284309123,8.141978725,8.359254787,8.381262055,7.539336511,8.2036113805,8.738132046,8.281222912,7.933887797,8.725579651666665,8.821640823,8.438820135
2210012G02Rik,4,106806760.0,106851721.0,6.900250266333333,7.892967429333333,7.746406933666666,7.793106544,6.899646537333333,7.607403654333333,7.013278525333334,7.866483144666667,6.780024270333333,7.9875712713333336,8.240597839333333,6.903144830666666,7.036743274666667,7.692831672333333,6.868051220000001,6.912319872333334,7.966012720333333,6.81321415,7.742666300333333,6.8640626870000006,6.868564929777778,7.548429778666667,7.021579617
2210404O07Rik,10,80855796.0,80858137.0,8.593903298,9.395515707,9.170111385,9.456124798,8.747139489,8.557061681,8.987243632,8.846477881,9.708701479,9.050487257,10.09000673,9.101958185,8.820439268,9.878371865,8.769526444,9.058169967,9.189062724500001,9.249035403,8.843683967,8.674613746,8.856314771,8.609561074,9.009959312
2210411K11Rik,7,4736387.0,4741162.0,10.58198211,10.71875246,11.16732693,11.20654068,10.31923354,10.24468569,10.85691221,10.61090017,11.21495488,10.38875313,11.02065756,10.82652534,11.08740226,11.07915573,10.17253677,10.58900896,10.460648460000002,11.25410259,11.10036704,10.86349518,10.96826915,11.56176898,11.47408564
2300009A05Rik,9,63242254.0,63247028.0,10.5777419,9.557937164,9.599163,9.818620879,10.17486689,11.42906213,9.92297301,10.52469932,8.820439268,10.45175257,10.32810803,9.695764365,10.22153934,8.407583621,11.12485643,9.818620879,9.586522322499999,9.461112727,10.88457761,11.69526547,10.536316420333334,11.15078875,9.919212335
2310003H01Rik,11,120230369.0,120240078.0,10.50150205,11.12561156,11.25716402,10.29486042,10.89313282,10.6455527,11.24800566,10.36574436,10.39935796,11.21119701,11.35368757,10.81319541,11.16644688,10.67577457,10.67275439,10.85431596,10.884558485,10.45389497,10.08307242,10.02658375,10.561319976666667,10.56824131,10.48608843
2310009B15Rik,1,140748556.0,140753431.0,9.622903115,9.490005298,10.1861004,10.86256705,9.260483879,9.505350145,9.494183818,9.464585831,9.867622779,9.357175352,10.02159737,9.786250106,9.468519079,10.1836478,9.334120439,9.716766643,9.332568483,10.43747682,9.932153226,10.13240407,10.096658622666666,10.59551134,9.859984352
2310010J17Rik,7,97273368.0,97278775.0,8.023874195,7.390036381,7.556537059,7.428341408,7.829006243,9.260483879,7.421812812,7.810881413,6.936202676,8.125681074,6.954629379,7.456606348,7.8660764,6.93951836,8.56080111,7.371111207,7.3830679095,7.128082425,7.892924664,8.497755655,7.855722331333333,8.893380758,7.149653094
2310016C08Rik,6,29222488.0,29225446.0,7.930917017,7.9743121,7.957165945,8.319999862,7.984054915,7.571558641,8.608505371,8.552514701,8.736114046,7.82705468,7.464749836,8.635140097,7.872631614,8.735034644,7.521205787,7.882972852,8.252702993500002,8.750108696,8.557061681,8.008566851,8.271901796,7.830037431,8.934078597
2310045N01Rik,8,72663398.0,72671218.0,9.963507393,9.324950539,9.357175352,11.00770647,9.756553318,9.693146334,9.114205006,9.89718662,9.850891892,8.741321153,10.51532687,10.23105584,9.586718979,10.75032019,9.148568577,9.36936905,9.263346067499999,10.165806,10.1765774,10.12031147,9.630172747666666,10.50434155,10.07072926
2310061C15Rik,8,119412585.0,119445355.0,8.858868418,7.938128998,8.053073321,8.814352850999999,8.060233881,8.6985016605,8.2693372115,8.44263474,8.29378079,8.0046183825,6.828464461,8.215980477,8.742086052,8.2331065505,8.920442826999999,8.349556962000001,8.32425468,8.578317662,8.802605167,8.988340937499999,8.557553822833333,9.303823704,8.8081560255
2400003C14Rik,8,112195229.0,112217160.0,8.8655814675,8.1914119065,7.865134099,7.673297475,8.593783554,9.029305815499999,8.159058353,8.471558931,7.823343976,8.434816901,7.841588902,8.3159590745,8.188118991,7.6174943595,8.9507101065,8.054135177500001,8.30803879325,7.682649457,8.189749109,8.5278171025,8.174557643833333,8.3236483705,8.0100265355
2410006H16Rik,11,62416379.0,62418309.0,10.36727631,11.12081894,10.64469985,11.32712952,9.683130007,9.592025048,10.66672231,10.65220744,10.85262287,9.095250758,10.15663869,11.43006249,10.20087362,11.75251875,10.03413039,10.79327759,10.646430070000001,11.27560666,11.24800566,10.75827204,11.060959826666666,11.17620937,10.93190372
2410015M20Rik,17,56747045.0,56749103.0,10.10383683,10.02391052,9.909240399,10.37456542,9.547542794,9.833373296,9.817218765,9.642456239,10.35845247,9.806942967,9.764940849,10.14554372,10.0871461,10.46669224,9.809517405,9.536872579,10.003765291,10.61812734,10.69901549,10.35785757,10.693870776666666,11.10483057,10.97946305
2410076I21Rik,9,58500686.0,58589364.0,7.623602061,7.212127771,7.844404102,7.735097547,7.567987849,7.609557247,7.512036236,7.107444375,7.151733709,7.264546473,6.59844018,7.224140344,7.972655671,6.915300037,7.359840224,7.306019106,7.173293297,7.680770352,7.685935279,7.205615865,7.206724471666667,8.570034205,7.570066834
2510003D18Rik,3,153513337.0,153515388.0,7.205293507,7.112595962,8.206752857,7.835624303,7.47460944,7.676810319,7.074506843,6.845361625,6.962400037,7.324170352,6.966164907,7.070718276,7.944244414,7.60864161,7.188060216,7.243727803,7.071352817,7.352452842,7.417716553,6.974519272,6.944753395999999,8.867160801,7.96832781
2510003E04Rik,10,62001374.0,62041205.0,8.255760773,7.47191222,7.457280726,7.217875637,7.804831053,8.783509397,7.487134001,7.946805371,7.001305588,7.803242451,6.88528008,7.556349534,7.692825428,6.851735591,8.599339589,7.521205787,7.523073216,7.092422849,7.893656642,8.482679012,7.897208206666666,8.272183968,7.546951192
2510009E07Rik,16,21649118.0,21694687.0,7.55878594,8.377874127,7.960928403,8.353391539,8.181914849,8.537844154,8.023624422,7.926104114,8.63055523,8.064288515,7.009802496,8.281834164,7.651704898,8.582268424,8.331276641,8.290481748,7.801567363,8.405094593,7.870346418,8.065428813,8.027758188666668,8.202170493,7.856230833
2600006K01Rik,2,29724246.0,29725305.0,7.179543372,7.181408281,7.398351416,7.97544088,7.410766717,7.414385792,7.287966909,7.101663717,7.540820197,7.394941153,9.223374727,7.178538095,7.466135523,7.675120703,7.309755789,7.436581232,7.2467639045,7.702109392,7.296832218,7.313053221,7.366005590333333,7.671026955,7.447837832
2610002D18Rik,4,134066914.0,134079842.0,9.017732578,9.575496603,9.931214508,9.022324496,9.240768929,9.861597129,8.222064124,8.442940184,8.320594602,8.930915971,9.28455341,8.220397833,10.00096062,7.89734643,8.78879082,9.932715935,8.6715020965,10.03565463,9.670956379,8.880547906,8.592651090333334,9.095679798,8.5670914
2610035D17Rik,11,112905209.0,113063152.0,8.846055925,8.05073121,6.950113771,8.820844044,7.452393484,8.03313789,6.875057608,7.970738557,7.234202767,9.594489273,6.929108972,9.259590999,9.033864365,9.034253269,7.712105635,7.604295632,7.116772043499999,10.20868553,8.174306237,7.117073232,7.565574761333334,9.250183045,9.857281955
2610039C10Rik,16,90719557.0,90727649.0,7.086987836,6.512303508,6.528510439,6.56978663,6.885914281,8.176553305,6.496264496,6.842672943,6.593491298,6.714531267,6.55367683,6.56985519,6.560153655,6.626733755,7.498639935,6.904548451,6.653682505000001,6.830651669,6.889559715,7.267818783,6.935939796666666,7.242733877,6.669578767
2610044O15Rik,17,95159284.0,95164201.0,7.908074159,7.337742977,7.54542126,7.301413612,7.258952765,8.372961281,7.543070626,7.567402118,6.907437465,7.807843969,6.374201026,7.617178683,7.519889863,6.509315287,8.317812522,7.631427004,7.3824997114999995,6.923475939,7.729902394,8.067983225,7.562389437666667,8.079319246,7.377057202
2610305D13Rik,4,146986046.0,147016622.0,9.587167987,7.448830659,7.591836305,8.307004773,8.077026721,9.168073213,8.806193712,9.485679697,7.489504151,8.290137712,8.838714558,8.349345193,7.47721076,7.038302292,9.533920563,8.133851947,8.277612284,6.806996502,7.721783434,9.663531929,8.307468079666668,9.500798883,7.471127624
2610524H06Rik,5,115272325.0,115273459.0,7.675546815,7.995692915,7.999678313,8.868348993,7.106579795,7.586574929,8.094897234,7.66179396,8.274037829,7.084886681,6.715864257,8.290137712,7.671026955,8.755570729,7.176303975,8.022239437,7.3996888225,8.336509047,7.649377401,7.931932405,8.043411438666666,8.099086136,7.819541641
2610528E23Rik,16,57302113.0,57606956.0,9.195125256,8.975257631,9.337273523,7.559319617,9.197447721,8.705236267,9.253802944,9.347408747,9.247274229,8.054518034,6.75093835,9.110895791,9.70133164,9.166642489,9.435904034,7.239002305,9.277603790499999,7.35718559,9.278345875,8.093731695,9.25448364,9.695260982,9.460629899
2810002N01Rik,12,112951472.0,112989488.0,10.05831605,10.06109727,10.04612705,10.29076602,9.379072328,9.205938952,9.766458644,10.05656438,9.64811407,9.817218765,9.664052627,10.05208499,10.29365945,10.29881695,9.627226472,9.503131978,9.5870692355,10.18737409,9.35996544,9.016110303,9.285361249333333,10.27732682,9.606500254
2810008D09Rik,11,116938104.0,116940269.0,7.751445959,8.358654021,8.436978707,7.625434685,7.317194445,8.353113601,7.182981499,7.287734267,7.964493724,7.530924105,7.734646182,8.187125134,7.652087146,8.468255662,7.557854613,7.78455429,7.5056445685,7.894823475,8.138454823,7.9888443,8.382101481,8.395588029,7.95982449
2810021G02Rik,2,177802400.0,177813181.0,8.007234382,7.192040301,7.190419587,7.951359193,7.328611027,7.548651919,7.367618707,8.177693385,7.203978134,7.385642683,6.410519838,7.512574675,7.65926835,6.804498814,7.745586011,7.486771201,7.234286609,7.715356655,7.861639844,8.255760773,7.500534108666667,8.060217075,7.671442604
2810025M15Rik,1,159342483.0,159350366.0,11.45449818,11.57736052,11.74965023,11.65290974,10.68044689,11.18329161,11.62361135,10.68130171,11.28726143,11.68064228,11.63184865,11.42119847,11.7445049,9.193713453,11.05974571,10.55851628,10.55056866,10.24867567,11.2894432,11.11117659,10.081777984666665,11.1606044,11.34165251
2810417H13Rik,9,65738044.0,65751073.0,10.50961375,9.39966955,10.109577,9.954689193,9.570810445,9.818620879,9.657438733,10.26014518,10.65142674,9.982816833,9.203895761,9.703359573,9.536872579,9.986179552,8.917548251,10.21804617,10.38831897,10.08026837,9.834528981,9.476378437,9.102132423999999,8.890080671,9.412881722
2810428I15Rik,8,73028191.0,73030651.0,10.09465318,9.643479848,10.43197365,11.34492217,10.05656438,10.40648611,9.993291232,10.0969018,10.05494743,10.38630242,10.75506788,9.890547999,10.65071545,10.32740372,9.829273902,9.926811972,9.956483754499999,10.48836849,10.59410942,10.42530176,10.25568519,11.01884948,10.59410942
2810432D09Rik,4,41659065.0,41660566.0,8.272783531,8.651557089,8.731344735,9.250659985,7.751682953,8.292921088,8.011869377,7.70966735,8.919230583,8.404442923,7.91533279,8.591357239,8.433070339,8.92851916,8.214411827,8.342660912,8.427039946499999,8.922769199,8.559767607,8.512783674,8.608440561333333,8.580828474,8.733951362
2810474O19Rik,6,149257936.0,149284180.0,8.415051338,7.868536881333334,8.175009728333334,7.813799908,8.261119791666667,9.054657624999999,8.071213011666666,8.139569404333335,7.209074307333334,8.332594075,8.092970291666667,7.839231755,8.049518681,7.0077882696666665,8.747995516333333,8.004477439666667,7.9196426395,7.327569527666667,7.940569610333333,8.145842630666666,7.801726010333334,8.253270689333332,7.516512117
2900010J23Rik,2,32134336.0,32143595.0,9.015109382,7.539695532,7.657831337,7.752718701,8.292921088,10.82809667,7.766601156,8.342320966,7.183871978,8.477698845,7.586574929,7.498269058,8.175681816,7.214896511,10.05550912,7.890577336,7.804122776,7.652087146,8.251909601,9.371121153,8.557294930333333,9.479711009,8.185816333
2900010M23Rik,17,27259608.0,27270861.0,10.8495016,10.63187111,10.65496736,11.99376481,9.765980096,9.982229863,10.44838912,10.26783593,11.44989052,9.59247248,9.815603234,10.93279591,10.74614846,11.47917423,10.01622834,11.03530118,10.674275965,11.78445429,10.92631855,10.77101033,10.847468446666667,11.3668428,11.63184865
